"","BVSP_ret","SP500_ret","FT100_ret","N225_ret","SSEC_ret"
"1",0.00779560797325374,-0.000770967602481853,0.000778534623959715,-0.00375666991638468,0.00209257814642427
"2",-0.00656238212042837,0.00351078897471435,0.00205482642721222,-0.00340522929412224,-0.0035095967673513
"3",0.0075446451077088,-0.00355490541719927,0.00902970479995524,-0.00788999521853384,0.00232737989028209
"4",0.00504102915356519,0.00282564238266225,0.00205959155600688,0.00327059155345744,-0.00791217574683856
"5",0.0238618916558284,-0.00214711241471477,0.000260565734322427,-0.0119468678780752,-0.00558336586153096
"6",-0.0047333285871165,0.00184813175954535,0.00620634709546941,0.00794237496202932,-0.00209406094795206
"7",0.0109683458245016,-0.00297191445566636,-0.0161287041444798,-0.0248695203499061,-0.00128232408839857
"8",-0.00317500111079383,0.00176220046948217,0.00376005364201859,0.0042876941541401,0.00136200797196651
"9",-0.00310692594247897,-0.00361583798947684,-0.00542339403480518,0.00937045039020212,-0.00376965517314432
"10",0.00887358708778763,0.00336058441962539,-0.00138823357609397,0.00343679379311368,0.00701747970413713
"11",0.0188537096097843,-0.00269374990080795,-0.00657856343097762,-0.0129840237937877,0.00435661191642822
"12",0.00138309455207519,0.00654314044722248,-0.000125915463579318,-0.00546932065308958,0.00184034939417366
"13",0.00531694567025198,0.00725839817479734,0.00156516964170628,0.0321784382053671,0.00527255356825229
"14",-0.0188651749835298,0.000322147985423626,0.00373522091222611,-0.025271906175945,-0.00603116003612847
"15",-0.0149056246777466,-0.00211759739091466,-0.00224220838342148,0.0030881068331805,0.00534019192411961
"16",0.00321393187282659,0.00022680323213109,0.00195007856813412,-0.0034803945652957,-0.00123485013550884
"17",0.00985794675023222,0.000693082257595456,0.000361684873507073,0.00510678595500025,0.00439680755685146
"18",0.00200308233385194,0.00573606360024215,0.00564564527781464,-0.0052712228936489,0.00510130574898326
"19",0.0176982268437627,0.00355970705167064,0.00404462156874352,0.0246187215567399,0.00423833822127939
"20",0.012668003179293,0.00523213343559359,0.0027652393725468,0.00413103927488478,0.00628052782481348
"21",-0.00381505687848716,0.00399932714219808,-0.00141602415824593,-0.0113789628982079,0.000338432765371266
"22",0.0187548652219718,0.00497988871920896,0.0046393335562307,0.0102904546395148,-0.00153691867885719
"23",-0.00238603839543394,-0.000864491475070395,-0.00336070223364082,-0.00466418188251261,0.00516309024630068
"24",-0.000973724276931875,0.00167714915423822,0.00303200256266756,-0.00585299071751955,-0.00856451224300159
"25",0.0190649049254272,0.00602985014585666,-0.0034580536884814,0.00760414318865621,0.0158785085518343
"26",-0.00671309244307139,-0.00108278637816817,0.0037730458540608,-8.10247155129673e-05,0.00242291522670079
"27",-0.0165970983884254,0.000418899295217656,-0.00424050857702518,-0.000433956879147601,-0.00302276695857628
"28",-0.011914577692993,0.00149225010637011,-0.00381667924301077,-0.00454906359429863,0.000632795014228194
"29",0.00489335137781133,0.0120169702161483,0.0190343495819381,0.00568813891412923,-0.00199958709361603
"30",-0.017073071356613,-0.00587711694571169,-6.7726359345599e-05,0.00879210058282709,-0.00522036225667932
"31",0.0140381222881327,0.000503750237377254,-0.00109781969876188,-0.00489988841054689,-0.00363382722758665
"32",-0.00668537047192252,-0.00328262251385691,-0.00328702411619908,-0.0046349226982354,0.00482131310698364
"33",-0.00907011661590928,-0.00291762589499278,-0.00151133834459571,-0.00180719368653648,0.00263733332560534
"34",-0.0156986207271412,-0.00228682834056304,-0.000599703154300357,-0.00466971543711558,-0.000537080969733594
"35",-0.00205718424019175,0.000799575731853075,-0.00267585593653763,0.00334697819543273,-0.00740824887895286
"36",0.00139254238811404,0.00326333993002681,0.00383407566261162,0.014697379625753,-0.00123993490206686
"37",0.0131943638610998,0.000366565599366986,0.00326304482265982,0.00148531339340252,0.00752398241749397
"38",-0.0128233464963223,-0.00338474917863163,-0.00124960233578086,-0.00123588148721865,0.00071149782033153
"39",0.0234632786993547,0.00833987929560642,0.00145318954035645,-0.00163928067192742,0.000750531131524568
"40",-0.00684757784791579,-0.00162803481870721,0.00641208610161925,0.000651548322075257,0.00834786655613229
"41",-0.0242024844823518,-0.00131517934296799,0.00121285642521052,-0.00350538574348036,-0.00967919911470361
"42",-0.0193417461330778,-0.0144975104705054,-0.00630945134392569,-0.00337164244180066,0.00743620812736268
"43",0.00855334421512843,0.00188810257429939,-0.00729100828956142,-0.0215348313121382,-0.00503813531732433
"44",0.000157415861547605,-0.00106083204500163,0.00218200743555919,0.00230440700831736,0.00102562249098881
"45",0.00507125159526645,-0.000844352440561025,-0.000531478806584218,0.00924276373060273,0.00641150850937322
"46",0.00708481295589181,-0.00102010733915492,-0.00591921314012112,-0.0144814594292306,-0.000761884237448385
"47",0.00514937391212555,0.00722530863054427,0.00681839674476414,0.0113794401463014,-0.00429672079059706
"48",0.0136441180004621,0.0010847364356108,0.0041177046582952,0.000760603630769907,-0.00358286915795425
"49",-0.00400630534176649,0.00293081100384818,-0.000569780652513785,-0.00805944490393529,-0.00963400715237128
"50",-0.00433014112288177,-0.00225759398417136,-0.006343450297285,-0.00810912422767274,0.00381698901431982
"51",-0.00322135930047907,-0.00414364624357066,0.00120102820951828,-0.00254114844126896,0.0147214577294434
"52",-0.00855832445870597,0.00192765026736463,-0.00389480423755195,-0.0141070552317348,0.00326651030595926
"53",0.00574464379468687,-0.000827472390060535,0.00630602893577858,0.00362680187167719,0.00170871172175602
"54",0.000882059433712001,0.000687450115915311,-6.80350798205609e-05,0.00711380822209762,-0.00525409301111246
"55",-0.00449578309368448,-0.00143490837168425,0.00225630744754035,-0.00266404307162738,0.00596888816961894
"56",-0.007298164196472,-0.00376703713960413,-0.00224268672612205,-0.010469653868256,-0.0046126719494346
"57",-0.0168251573943294,-0.00683802051685944,-0.00291619544347377,-0.00680215733848755,0.000650366824705984
"58",0.0209953768685018,0.00566886274562428,-0.024885408888931,-0.000447816741871776,-0.0244878837096323
"59",-0.0117901119588115,-0.00171782516995922,-0.00464175988591542,0.000738620581257621,-0.00817477285299262
"60",0.00556745273020276,0.00752885035594009,0.000576143743250768,-9.27216666273267e-05,0.000445572584691689
"61",0.00980109289436371,0.00774204828978142,0.0203300000653517,0.0238785909617327,-0.0135107050347116
"62",0.0117187936436771,0.00607221417991965,0.00149926821621094,0.0107205921151348,0.00160785803941543
"63",-0.00439966866154506,-0.00048582137105857,0.00179893304440171,0.0109517071294878,0.00200147154516195
"64",-0.00285628460578913,0.000552767268520604,-0.00709081219070207,-0.00194910706345119,0.00360401688278422
"65",0.0111624775267369,-0.00191497973980947,-0.00461188577042826,-0.00286766911342973,0.000783576300920075
"66",0.0199666046496869,0.00291913553706991,0.00639274295546421,0.0128854406276986,-0.00347583779328708
"67",-0.0180877231767589,0.00342756859729842,0.00698233941131221,0.0228776629568888,-0.0209250570595625
"68",0.0114110066443533,-0.00102577458278841,0.00564093699306234,-0.00265228862187428,0.000621535805011675
"69",0.0160448857683733,0.00112996274343669,0.00583947214727409,0.00287294639100999,-0.00904645879535337
"70",0.0027874995808741,-0.00216515162190767,0.000189537223143077,0.0030837158100141,0.00285073202426389
"71",0.0100766910393819,-0.00147953531490508,0.00658480371452796,-0.00389758358939041,0.00716451971034537
"72",0.00368701769585122,0.00476514229719438,0.00255208405251572,-0.000706890926521098,0.00217568784418809
"73",0.00306216427907735,-0.000687132835322402,0.00902761111434636,0.00251174389581443,0.0073301631522078
"74",-0.0167962604941359,-0.0183454683491364,-0.00246248169423779,-0.0052820177268913,-0.00274140737440653
"75",-0.0921068469025954,0.00368003887865953,-0.00898273075840095,-0.0132605365227274,-0.00461790873476886
"76",0.0167749192601896,0.00674470288589912,0.00460188142685247,0.00188533712882766,0.000159264298606132
"77",-0.0155418534756588,0.00514686368861916,0.00342081044481368,0.00445743914274566,-0.00485058820759399
"78",0.0159089694644923,0.00183618502869809,-0.00146846828950764,-0.00330860172624092,-0.00447372762877762
"79",0.00945059011685245,0.00248603392791935,0.00394663217808677,0.00659115689983025,0.000695037254487829
"80",-0.000474368308442052,0.00443211171771196,0.000372562698975898,0.00354688371470679,0.014179040669676
"81",0.0134789020695276,0.000310501785349082,0.00396937886095472,-0.00639450830397514,0.000716650518510775
"82",-0.0216734563339713,-0.00166542512946233,-0.00366350695393258,-0.00184402283388074,0.00228637517134445
"83",-0.00675202565186872,0.00754259568076066,0.00315987003426343,0.0106027723357354,-0.00468020070323405
"84",0.00355769606022704,0.00370087430352761,0.000503636919669148,0.0158480502898097,0.000939727959544001
"85",-0.000976304684586538,-0.00121840685198027,-0.00289255355000151,-0.000320162987481609,-0.00448075424062822
"86",0.00805394888207722,-0.00278290885876586,-0.000106280730740593,-0.00951023332195611,0.00338080384528894
"87",0.00342514963083929,0.00156702902118955,-0.00618518883759656,0.000236146966219763,0.0122386066746465
"88",-0.00659114411379491,0.000267168836597165,-0.00383158940587514,-0.0037779963593394,0.00318219173846934
"89",-0.0087223579868958,-0.000830333647746428,0.0103223534775143,0.00521010379491571,0.00255706534487743
"90",-0.00824790207247084,-0.000979242498823751,-0.00204796913167193,-0.00524424366803444,-0.00588192701899715
"91",0.00208857914972604,0.0045013588104359,-0.00153207734985372,-0.000493882819096569,0.00440636381445891
"92",0.00151916765916305,-0.000996327054904711,-0.00347250400226784,-0.000765691345600672,-0.00734163619190831
"93",-0.00480781830850852,-0.00195851083933185,-0.00145936229403176,0.00300000556710067,-0.00240110380231329
"94",0.00627630659454326,0.00831258337364549,0.00804683047104682,0.00622281899168975,0.00676759551992667
"95",-0.0203297439769816,-0.00671916059422362,-0.00681489784515144,0.00807287671534951,-0.00138759979234671
"96",-6.58284510812734e-05,-0.000582814244665109,-0.00333774513146068,-0.00453916610119265,0.00514531535976737
"97",0.00835837502908987,-0.000455885799226508,-0.00114192840060845,-0.00140520717011938,-0.00277903058681872
"98",-0.00302389102507661,0.00155969862589878,-0.0020452537639617,0.00110131249129175,0.0033051980516472
"99",0.0178629775052777,0.000315751721901236,0.00305290530883973,0.00102664343894432,0.00869299706135962
"100",-0.00828339267207312,-0.00810558635083236,-0.00166651965083275,0.00355339688498546,0.00180437646055509
"101",0.00554600307487085,0.00876950140260302,-0.00628789942915198,-0.00469229035537388,-0.00565525320905635
"102",0.0035571474127245,-0.00863721674872409,-0.00508886246109341,0.0044554740977798,0.00467268367976281
